episode,agent_RL_Agent_0_rolling_reward_var,agent_RL_Agent_0_entropy,agent_RL_Agent_0_greedy_entropy,agent_RL_Agent_1_rolling_reward_var,agent_RL_Agent_1_entropy,agent_RL_Agent_1_greedy_entropy,agent_RL_Agent_2_rolling_reward_var,agent_RL_Agent_2_entropy,agent_RL_Agent_2_greedy_entropy,agent_RL_Agent_3_rolling_reward_var,agent_RL_Agent_3_entropy,agent_RL_Agent_3_greedy_entropy,agent_RL_Agent_4_rolling_reward_var,agent_RL_Agent_4_entropy,agent_RL_Agent_4_greedy_entropy,agent_RL_Agent_5_rolling_reward_var,agent_RL_Agent_5_entropy,agent_RL_Agent_5_greedy_entropy,agent_RL_Agent_6_rolling_reward_var,agent_RL_Agent_6_entropy,agent_RL_Agent_6_greedy_entropy,agent_Cost Plus Markup Baseline Agent_rolling_reward_var,agent_Cost Plus Markup Baseline Agent_entropy,agent_Quantile Baseline Agent_rolling_reward_var,agent_Quantile Baseline Agent_entropy
172,31131482.38243064,0.7028,0.7028,36621167.832434855,0.6451,0.6451,70400279.12099968,0.7107,0.7107,84620812.22233033,0.6045,0.6045,39632874.39805983,0.6804,0.6804,47045500.87927595,0.6475,0.6475,47030270.09515839,0.6624,0.6624,82826000.33170095,-0.0,73525658.31201434,0.4316
173,29784285.72702801,0.7021,0.7021,35257279.33913231,0.647,0.647,69243583.26576217,0.715,0.715,52516536.88441019,0.611,0.611,38394099.008498974,0.6833,0.6833,37492438.37784172,0.6475,0.6475,48068770.68488714,0.6699,0.6699,45706660.824594185,-0.0,81750575.44471417,0.4317
174,31512551.93350796,0.7046,0.7046,40822148.74165053,0.6461,0.6461,76182992.46719591,0.7182,0.7182,47231417.4127206,0.6156,0.6156,43484360.64588131,0.6791,0.6791,47144068.66122825,0.6503,0.6503,59002165.13461577,0.6676,0.6676,49441589.66448602,-0.0,100275274.34755614,0.4316
175,35724628.81381274,0.704,0.704,44745247.19455184,0.6429,0.6429,82599270.78992814,0.7174,0.7174,45478862.42626095,0.6195,0.6195,48795074.98854005,0.6795,0.6795,56681229.756174,0.6509,0.6509,69122099.9728855,0.6666,0.6666,48625088.53099651,-0.0,125279400.1238922,0.4312
176,39050841.314885385,0.7029,0.7029,43976876.66305684,0.6398,0.6398,78282295.574857,0.7168,0.7168,49972734.340255246,0.6202,0.6202,44026229.21086016,0.678,0.678,60118791.68094272,0.6469,0.6469,68290856.43296888,0.6651,0.6651,56563164.29230985,-0.0,130353780.75548409,0.4312
177,39739600.713082775,0.7016,0.7016,41816936.43241835,0.6381,0.6381,66348323.556033604,0.7172,0.7172,52432534.85439873,0.6293,0.6293,40665863.01651816,0.6756,0.6756,61163015.81327788,0.645,0.645,62140037.26435915,0.6656,0.6656,59209788.10772549,-0.0,137701466.49865156,0.4312
178,33435369.340529975,0.7053,0.7053,35341350.381283894,0.641,0.641,53032843.98885848,0.7225,0.7225,46063263.45992117,0.63,0.63,35062456.532579556,0.6815,0.6815,51038671.08921576,0.6464,0.6464,38653364.26390685,0.6713,0.6713,52703092.41596042,-0.0,108817372.32661167,0.4312
179,31138556.83501178,0.7051,0.7051,32920745.909123734,0.6392,0.6392,41982451.39242542,0.7215,0.7215,42983434.27645651,0.6335,0.6335,32945028.517094653,0.6775,0.6775,50342608.749104746,0.6419,0.6419,31597555.069054402,0.675,0.675,51224709.10143786,-0.0,108376154.56663695,0.4316
180,13235710.106421752,0.7017,0.7017,13681705.15805739,0.6308,0.6308,19046681.98259292,0.7185,0.7185,25414794.758225117,0.6394,0.6394,11353339.008714385,0.6707,0.6707,25381454.49487867,0.6328,0.6328,17655851.098796375,0.6751,0.6751,38607891.87299722,-0.0,83203345.61659098,0.4317
181,7456464.468105698,0.7037,0.7037,9720853.52306085,0.6244,0.6244,17881288.366030965,0.7229,0.7229,7716769.715295465,0.6477,0.6477,7779108.457201675,0.6647,0.6647,12731003.856271904,0.6319,0.6319,19767577.088897157,0.6778,0.6778,35240499.89315631,-0.0,53141853.02317964,0.4316
182,9671366.293488923,0.703,0.703,20677704.917232394,0.618,0.618,28838720.569950826,0.7191,0.7191,20313617.719274502,0.6473,0.6473,19239776.911969744,0.656,0.656,16523696.697805533,0.6291,0.6291,24694555.49344142,0.6717,0.6717,38037278.04949991,-0.0,54546354.912862964,0.4312
183,11980181.435555853,0.695,0.695,32308877.64695449,0.6123,0.6123,43161810.54801696,0.7067,0.7067,44559197.62468978,0.6369,0.6369,25674188.03465789,0.6455,0.6455,19685111.928021833,0.615,0.615,36492813.64802079,0.6562,0.6562,56731743.226353675,-0.0,56142275.50239677,0.4312
184,12479051.911077362,0.6975,0.6975,34029017.75680706,0.6172,0.6172,51045228.74279177,0.7061,0.7061,48561356.057910405,0.6344,0.6344,28059600.681403495,0.6523,0.6523,18997850.164394163,0.6163,0.6163,41463230.81068547,0.6594,0.6594,55578584.880637065,-0.0,43521196.673469074,0.4312
185,12319986.532616768,0.7021,0.7021,34401159.40153299,0.6258,0.6258,49538381.961434,0.7089,0.7089,48541439.21873885,0.6404,0.6404,28985134.82879194,0.6561,0.6561,15093515.666714398,0.6233,0.6233,39107945.42659802,0.6717,0.6717,50385168.713517465,-0.0,35731786.25257376,0.4312
186,11588487.012345586,0.7055,0.7055,34404316.15562009,0.6348,0.6348,53040054.30338463,0.7123,0.7123,48802789.714978255,0.6407,0.6407,30205855.031242825,0.6601,0.6601,13848733.375574492,0.6291,0.6291,41774977.88160736,0.6708,0.6708,60321014.91559935,-0.0,32254037.403913863,0.4316
187,15659020.547679089,0.7069,0.7069,33229633.23910914,0.6354,0.6354,55652732.37868329,0.7081,0.7081,50323262.13348517,0.6339,0.6339,31060016.623989575,0.6624,0.6624,14419244.878978388,0.6328,0.6328,43144450.77221011,0.665,0.665,64209897.607741155,-0.0,56240765.05566415,0.4317
188,18538260.922221422,0.702,0.702,29551302.805716056,0.635,0.635,54167154.1402547,0.7004,0.7004,47877141.615444034,0.6221,0.6221,31076706.856337097,0.6633,0.6633,13039670.524288293,0.6273,0.6273,41979256.50207936,0.6559,0.6559,64708355.31901047,-0.0,67750369.1527421,0.4316
189,20434575.46097596,0.701,0.701,31120103.554759864,0.6371,0.6371,54103833.38218631,0.7018,0.7018,46118616.4856118,0.6222,0.6222,29999159.319674805,0.6656,0.6656,13896605.973553764,0.6289,0.6289,43045708.69784338,0.6564,0.6564,69878052.0064133,-0.0,82279371.1120663,0.4312
190,16583837.535300285,0.6994,0.6994,26638361.26860225,0.632,0.632,48666759.64080583,0.6967,0.6967,40883295.70679497,0.619,0.619,26237625.007949557,0.6619,0.6619,13072105.565177623,0.6245,0.6245,35710830.369606726,0.6498,0.6498,73161337.68904465,-0.0,77974330.15848337,0.4312
191,19090767.57894296,0.7039,0.7039,43569999.44364231,0.6478,0.6478,83830374.71815619,0.6977,0.6977,57184557.567665026,0.6221,0.6221,28101775.737934954,0.6629,0.6629,37731562.72366176,0.6336,0.6336,44166895.13500945,0.6599,0.6599,142026755.05383447,-0.0,85950332.53950371,0.4312
192,27219026.692773342,0.7119,0.7119,77896913.66499184,0.6523,0.6523,146402927.38607958,0.7,0.7,115460372.78898619,0.6338,0.6338,36731500.95205376,0.656,0.656,66882666.12674116,0.64,0.64,73783158.31392081,0.6603,0.6603,219997127.03470418,-0.0,103831277.64277665,0.4312
193,31839064.07947523,0.7112,0.7112,109214176.40459417,0.6509,0.6509,201891788.79823765,0.7051,0.7051,175407520.69011924,0.629,0.629,43498664.30627411,0.6614,0.6614,94335897.07127383,0.6417,0.6417,94125859.2541279,0.6612,0.6612,326614638.0961466,-0.0,130241170.22577597,0.4316
194,31725007.297833662,0.7085,0.7085,119108716.7718588,0.6562,0.6562,211313132.54656988,0.7018,0.7018,220686838.46690908,0.6239,0.6239,45297918.11161253,0.6612,0.6612,101200400.7980795,0.6447,0.6447,97419509.78848363,0.6646,0.6646,380960216.06128335,-0.0,116640308.13223924,0.4317
195,30574717.943575546,0.7005,0.7005,119360635.07178147,0.6546,0.6546,210498758.04084486,0.6902,0.6902,230956392.56419584,0.6157,0.6157,46093299.68994804,0.6584,0.6584,100850529.41953477,0.6413,0.6413,95016066.08252549,0.656,0.656,384888248.55889636,-0.0,118137943.338372,0.4316
196,29551605.421623703,0.6982,0.6982,109092511.42136963,0.6566,0.6566,195255814.03709966,0.6807,0.6807,215894602.5102871,0.6112,0.6112,40887027.10274521,0.6554,0.6554,91081372.06551798,0.64,0.64,91815841.89810292,0.6563,0.6563,354223265.8711153,-0.0,117897824.32058923,0.4312
197,33043833.3692156,0.6973,0.6973,99555419.10500565,0.6581,0.6581,175816055.92869276,0.6731,0.6731,176640449.26542366,0.6088,0.6088,38910315.83074458,0.6482,0.6482,82658485.1227418,0.6386,0.6386,82834137.14081377,0.6526,0.6526,290719401.6613345,-0.0,118093879.71292438,0.4312
198,42990453.08953288,0.6966,0.6966,129857733.15940847,0.6574,0.6574,186597744.47447017,0.6661,0.6661,168435473.332099,0.6104,0.6104,47239881.987279266,0.6441,0.6441,98641922.68022299,0.6361,0.6361,101105703.71351075,0.6508,0.6508,284878396.27030855,-0.0,126050898.71999127,0.4312
199,59414218.523814395,0.7003,0.7003,175996515.96308643,0.6648,0.6648,228873153.15939993,0.6755,0.6755,181730631.01771367,0.6194,0.6194,63248274.06104939,0.6536,0.6536,124359361.05334042,0.6454,0.6454,130632686.54584473,0.6612,0.6612,304998910.6628074,-0.0,132740191.06338443,0.4312
